w	0
w	1
w	1
w	1
w	12
w	13
w	13
w	14
w	14
w	15
w	15
w	16
w	128
w	129
w	129
w	130
w	130
w	131
w	131
w	132
w	132
w	133
w	133
w	134
w	134
w	135
w	135
w	136
w	136
w	137
w	137
w	138
w	138
w	139
w	139
w	140
w	1
w	2
w	2
w	3
w	3
w	4
w	4
w	5
w	5
w	6
w	6
w	7
w	7
w	8
w	8
w	9
w	9
w	10
w	10
w	11
w	11
w	12
w	0
w	0
w	16
w	16
w	17
w	17
w	18
w	18
w	19
w	19
w	20
w	20
w	21
w	21
w	22
w	22
w	23
w	23
w	24
w	24
w	25
w	25
w	26
w	26
w	27
w	27
w	28
w	28
w	29
w	29
w	30
w	30
w	31
w	31
w	32
w	32
w	33
w	33
w	34
w	34
w	35
w	35
w	36
w	36
w	37
w	37
w	38
w	38
w	39
w	39
w	40
w	40
w	41
w	41
w	42
w	42
w	43
w	43
w	44
w	44
w	45
w	45
w	46
w	46
w	47
w	47
w	48
w	48
w	49
w	49
w	50
w	50
w	51
w	51
w	52
w	52
w	53
w	53
w	54
w	54
w	55
w	55
w	56
w	56
w	57
w	57
w	58
w	58
w	59
w	59
w	60
w	60
w	61
w	61
w	62
w	62
w	63
w	63
w	64
w	64
w	65
w	65
w	66
w	66
w	67
w	67
w	68
w	68
w	69
w	69
w	70
w	70
w	71
w	71
w	72
w	72
w	73
w	73
w	74
w	74
w	75
w	75
w	76
w	76
w	77
w	77
w	78
w	78
w	79
w	79
w	80
w	80
w	81
w	81
w	82
w	82
w	83
w	83
w	84
w	84
w	85
w	85
w	86
w	86
w	87
w	87
w	88
w	88
w	89
w	89
w	90
w	90
w	91
w	91
w	92
w	92
w	93
w	93
w	94
w	94
w	95
w	95
w	96
w	96
w	97
w	97
w	98
w	98
w	99
w	99
w	100
w	100
w	101
w	101
w	102
w	102
w	103
w	103
w	104
w	104
w	105
w	105
w	106
w	106
w	107
w	107
w	108
w	108
w	109
w	109
w	110
w	110
w	111
w	111
w	112
w	112
w	113
w	113
w	114
w	114
w	115
w	115
w	116
w	116
w	117
w	117
w	118
w	118
w	119
w	119
w	120
w	120
w	121
w	121
w	122
w	122
w	123
w	123
