w	244
w	2
w	123
w	124
w	125
w	126
w	127
w	128
w	129
w	130
w	131
w	132
w	133
w	209
w	210
w	211
w	212
w	213
w	214
w	215
w	216
w	217
w	218
w	219
w	220
w	221
w	222
w	223
w	224
w	225
w	226
w	227
w	228
w	229
w	230
w	231
w	232
w	233
w	234
w	235
w	236
w	237
w	238
w	239
w	240
w	241
w	242
w	243
w	276
w	276
w	244
w	2
w	123
w	124
w	125
w	126
w	127
w	128
w	129
w	130
w	131
w	132
w	133
w	134
w	135
w	136
w	137
w	138
w	139
w	140
w	141
w	142
w	143
w	144
w	145
w	41
w	8467
w	6334
w	6500
w	9169
w	5724
w	1478
w	9358
w	6962
w	4464
w	5705
w	8145
w	3281
w	6827
w	9961
w	491
w	2995
w	1942
w	4827
w	5436
w	2391
w	4604
w	3902
w	153
w	292
w	2382
w	7421
w	8716
w	9718
w	9895
w	5447
w	1726
w	4771
w	1538
w	1869
w	9912
w	5667
w	6299
w	7035
w	9894
w	8703
w	3811
w	1322
w	333
w	7673
w	4664
w	5141
w	7711
w	8253
w	6868
w	5547
w	7644
w	2662
w	2757
w	37
w	2859
w	8723
w	9741
w	7529
w	778
w	2316
w	3035
w	2190
w	1842
w	288
w	106
w	9040
w	8942
w	9264
w	2648
w	7446
w	3805
w	5890
w	6729
w	4370
w	5350
w	5006
w	1101
w	4393
w	3548
w	9629
w	2623
w	4084
w	9954
w	8756
w	1840
w	4966
w	7376
w	3931
w	6308
w	6944
w	2439
w	4626
w	1323
w	5537
w	1538
w	6118
w	2082
w	2929
w	6541
w	4833
w	1115
w	4639
w	9658
w	2704
w	9930
w	3977
w	2306
w	1673
w	2386
w	5021
w	8745
w	6924
w	9072
w	6270
w	5829
w	6777
w	5573
w	5097
w	6512
w	3986
w	3290
w	9161
w	8636
w	2355
w	4767
w	3655
w	5574
w	4031
w	2052
w	7350
w	1150
w	6941
w	1724
w	3966
w	3430
w	1107
w	191
w	8007
w	1337
w	5457
w	2287
w	7753
w	383
w	4945
w	8909
w	2209
w	9758
w	4221
w	8588
w	6422
w	4946
w	7506
w	3030
w	6413
w	9168
w	900
w	2591
w	8762
w	1655
w	7410
w	6359
w	7624
w	537
w	1548
w	6483
w	7595
w	4041
w	3602
w	4350
w	291
w	836
w	9374
w	1020
w	4596
w	4021
w	7348
w	3199
w	9668
w	4484
w	8281
w	4734
w	53
w	1999
w	6418
w	7938
w	6900
w	3788
w	8127
w	467
w	3728
w	4893
w	4648
w	2483
w	7807
w	2421
w	4310
w	6617
w	2813
w	9514
w	4309
w	7616
w	8935
w	7451
w	600
w	5249
w	6519
w	1556
w	2798
w	303
w	6224
w	1008
w	5844
w	2609
w	4989
w	2702
w	3195
w	485
w	3093
w	4343
w	523
w	1587
w	9314
w	9503
w	7448
w	5200
w	3458
w	6618
w	580
w	9796
w	4798
w	5281
w	9589
w	798
w	8009
w	7157
w	472
w	3622
w	8538
w	2292
w	6038
w	4179
w	8190
w	9657
w	7958
w	6191
w	9815
w	2888
w	9156
w	1511
w	6202
w	2634
w	4272
w	55
w	328
w	2646
w	6362
w	4886
w	8875
w	8433
w	9869
w	142
w	3844
w	1416
w	1881
w	1998
w	322
w	8651
w	21
w	5699
w	3557
w	8476
w	7892
w	4389
w	5075
w	712
w	2600
w	2510
w	1003
w	6869
w	7861
w	4688
w	3401
w	9789
w	5255
w	6423
w	5002
w	585
w	4182
w	285
w	7088
w	1426
w	8617
w	3757
w	9832
w	932
w	4169
w	2154
w	5721
w	7189
w	9976
w	1329
w	2368
w	8692
w	1425
w	555
w	3434
w	6549
w	7441
w	9512
w	145
w	8060
w	1718
w	3753
w	6139
w	2423
w	6279
w	5996
w	6687
w	2529
w	2549
w	7437
w	9866
