w	138
w	138
w	139
w	139
w	122
w	122
w	123
w	123
w	124
w	124
w	125
w	125
w	126
w	126
w	127
w	127
w	128
w	128
w	129
w	129
w	130
w	130
w	131
w	131
w	132
w	132
w	133
w	133
w	134
w	134
w	135
w	135
w	136
w	136
w	137
w	137
w	1
w	61
w	138
w	138
w	139
w	139
w	140
w	140
w	141
w	141
w	138
w	138
w	139
w	139
w	1
w	61
w	142
w	142
w	143
w	143
w	138
w	138
w	139
w	139
w	1
w	61
w	138
w	138
w	139
w	139
w	144
w	144
w	145
w	145
w	138
w	138
w	139
w	139
w	1
w	61
w	144
w	144
w	145
w	145
w	138
w	138
w	139
w	139
w	1
w	61
w	144
w	144
w	145
w	145
w	144
w	144
w	145
w	145
w	138
w	138
w	139
w	139
w	144
w	144
w	145
w	145
w	146
w	146
w	147
w	147
w	148
w	148
w	149
w	149
w	150
w	150
w	151
w	151
w	152
w	152
w	153
w	153
w	154
w	154
w	155
w	155
w	156
w	156
w	157
w	157
w	158
w	158
w	159
w	159
w	160
w	160
w	161
w	161
w	162
w	162
w	163
w	163
w	138
w	138
w	139
w	139
w	1
w	61
w	144
w	144
w	145
w	145
w	146
w	146
w	147
w	147
w	148
w	148
w	149
w	149
w	150
w	150
w	151
w	151
w	152
w	152
w	153
w	153
w	154
w	154
w	155
w	155
w	156
w	156
w	157
w	157
w	158
w	158
w	159
w	159
w	160
w	160
w	161
w	161
w	162
w	162
w	163
w	163
w	144
w	144
w	145
w	145
w	164
w	164
w	165
w	165
w	166
w	166
w	167
w	167
w	168
w	168
w	169
w	169
w	138
w	138
w	139
w	139
w	1
w	61
w	162
w	162
w	163
w	163
w	164
w	164
w	165
w	165
w	166
w	166
w	167
w	167
w	168
w	168
w	169
w	169
w	168
w	168
w	169
w	169
w	170
w	170
w	171
w	171
w	172
w	172
w	173
w	173
w	174
w	174
w	175
w	175
w	176
w	176
w	177
w	177
w	178
w	178
w	179
w	179
w	180
w	180
w	181
w	181
w	182
w	182
w	183
w	183
w	184
w	184
w	185
w	185
w	186
w	186
w	187
w	187
w	188
w	188
w	189
w	189
w	190
w	190
w	191
w	191
w	192
w	192
w	193
w	193
w	194
w	194
w	195
w	195
w	196
w	196
w	197
w	197
w	198
w	198
w	199
w	199
w	200
w	200
w	201
w	201
w	202
w	202
w	203
w	203
w	204
w	204
w	205
w	205
w	206
w	206
w	207
w	207
w	208
w	208
w	209
w	209
w	210
w	210
w	211
w	211
w	212
w	212
w	213
w	213
w	214
w	214
w	215
w	215
w	216
w	216
w	217
w	217
w	218
w	218
w	219
w	219
w	220
w	220
w	221
w	221
w	138
w	138
w	139
w	139
w	1
w	61
w	138
w	138
w	139
w	139
w	142
w	142
w	143
w	143
w	142
w	142
w	143
w	143
w	144
w	144
w	145
w	145
w	142
w	142
w	143
w	143
w	142
w	142
w	143
w	143
w	138
w	138
w	139
w	139
w	222
w	222
w	223
w	223
w	138
w	138
w	139
w	139
w	1
w	61
w	222
w	222
w	223
w	223
w	138
w	138
w	139
w	139
w	1
w	61
w	222
w	222
w	223
w	223
w	222
w	222
w	223
w	223
w	138
w	138
w	139
w	139
w	222
w	222
w	223
w	223
w	224
w	224
w	225
w	225
w	226
w	226
w	227
w	227
w	228
w	228
w	229
w	229
w	230
w	230
w	231
w	231
w	232
w	232
w	233
w	233
w	234
w	234
w	235
w	235
w	236
w	236
w	237
w	237
w	238
w	238
w	239
w	239
w	240
w	240
w	241
w	241
w	138
w	138
w	139
w	139
w	1
w	61
w	222
w	222
w	223
w	223
w	224
w	224
w	225
w	225
w	226
w	226
w	227
w	227
w	228
w	228
w	229
w	229
w	230
w	230
w	231
w	231
w	232
w	232
w	233
w	233
w	234
w	234
w	235
w	235
w	236
w	236
w	237
w	237
w	238
w	238
w	239
w	239
w	240
w	240
w	241
w	241
w	222
w	222
w	223
w	223
w	242
w	242
w	243
w	243
w	244
w	244
w	245
w	245
w	246
w	246
w	247
w	247
w	138
w	138
w	139
w	139
w	1
w	61
w	240
w	240
w	241
w	241
w	242
w	242
w	243
w	243
w	244
w	244
w	245
w	245
w	246
w	246
w	247
w	247
w	246
w	246
w	247
w	247
w	248
w	248
w	249
w	249
w	250
w	250
w	251
w	251
w	252
w	252
w	253
w	253
w	254
w	254
w	255
w	255
w	256
w	256
w	257
w	257
w	258
w	258
w	259
w	259
w	260
w	260
w	261
w	261
w	262
w	262
w	263
w	263
w	264
w	264
w	265
w	265
w	266
w	266
w	267
w	267
w	268
w	268
w	269
w	269
w	270
w	270
w	271
w	271
w	272
w	272
w	273
w	273
w	274
w	274
w	275
w	275
w	276
w	276
w	277
w	277
w	278
w	278
w	279
w	279
w	280
w	280
w	281
w	281
w	282
w	282
w	283
w	283
w	284
w	284
w	285
w	285
w	286
w	286
w	287
w	287
w	288
w	288
w	289
w	289
w	290
w	290
w	291
w	291
w	292
w	292
w	293
w	293
w	294
w	294
w	295
w	295
w	296
w	296
w	297
w	297
w	298
w	298
w	299
w	299
w	300
w	300
w	301
w	301
w	302
w	302
w	303
w	303
w	304
w	304
w	305
w	305
w	306
w	306
w	307
w	307
w	308
w	308
w	309
w	309
w	310
w	310
w	311
w	311
w	312
w	312
w	313
w	313
w	314
w	314
w	315
w	315
w	316
w	316
w	317
w	317
w	318
w	318
w	319
w	319
w	320
w	320
w	321
w	321
w	322
w	322
w	323
w	323
w	324
w	324
w	325
w	325
w	326
w	326
w	327
w	327
w	328
w	328
w	329
w	329
w	330
w	330
w	331
w	331
w	332
w	332
w	333
w	333
w	334
w	334
w	335
w	335
w	336
w	336
w	337
w	337
w	338
w	338
w	339
w	339
w	340
w	340
w	341
w	341
w	342
